Bernabei Code;Name;Current Price;Ordinary Price;Lowest Price 30 Days;Tags;Category;Last Checked;Link;Image URL
19132;Valpolicella Ripasso Superiore Fulminato 2023;6,8;11,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.251408;https://www.bernabei.it/valpolicella-doc-ripasso-superiore-fulminato;https://www.bernabei.it/ARTICOLI200/S_11831.png
101157739020991770549970;Nero Di Troia Passera Scopaiola Masseria Spaccafico 2024;9,2;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 11:26:19.434777;https://www.bernabei.it/nero-di-troia-passera-scopaiola-masseria-spaccafico;https://www.bernabei.it/ARTICOLI200/S_6274.png
15607;Amarone Fulminato 2022;13,9;25,8;13,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.300230;https://www.bernabei.it/amarone-fulminato;https://www.bernabei.it/ARTICOLI200/S_9287.png
193813057467521770549970;Pinot Grigio LeBoem 2024;9,3;;5,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 11:26:19.484460;https://www.bernabei.it/pinot-grigio-boem-2024;https://www.bernabei.it/ARTICOLI200/S_2081.png
1937;Chardonnay LeBoem 2024;5,9;8,9;5,3;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.357294;https://www.bernabei.it/chardonnay-leboem-2024;https://www.bernabei.it/ARTICOLI200/S_2080.png
3161;Valpolicella Ripasso Classico Superiore Per Te Bovaro 2023;6,9;12,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.381007;https://www.bernabei.it/valpolicella-ripasso-classico-superiore-per-te-bovaro;https://www.bernabei.it/ARTICOLI200/S_3110.png
19676;Pecorino L'Orso Talamonti 2025;5,0;5,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.408210;https://www.bernabei.it/abruzzo-doc-pecorino-l-orso-talamonti;https://www.bernabei.it/ARTICOLI200/S_12371.png
1763;Montepulciano D'Abruzzo Mascoli Rupicapra 2024;5,8;8,2;4,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.434664;https://www.bernabei.it/montepulciano-d-abruzzo-mascoli-rupicapra-2024;https://www.bernabei.it/ARTICOLI200/S_924.png
3162;Amarone Classico Passo Del Bovaro 2022;13,9;26,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.463362;https://www.bernabei.it/amarone-classico-passo-del-bovaro-2022;https://www.bernabei.it/ARTICOLI200/S_3111.png
1941;Gewürztraminer LeBoem 2024;7,5;12,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.489120;https://www.bernabei.it/gewurztraminer-boem;https://www.bernabei.it/ARTICOLI200/S_2084.png
11201;Brunello Di Montalcino I Palazzi 2020;15,9;26,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.513265;https://www.bernabei.it/brunello-di-montalcino-docg-i-palazzi;https://www.bernabei.it/ARTICOLI200/S_7161.png
1233;Montefalco Rosso Arnaldo Caprai 2023;9,9;12,0;9,5;Premiato,POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.541001;https://www.bernabei.it/montefalco-rosso-arnaldo-caprai-2023;https://www.bernabei.it/ARTICOLI200/S_269.png
5464;Ribolla Gialla Baloc 2025;5,9;9,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.563310;https://www.bernabei.it/ribolla-gialla-baloc;https://www.bernabei.it/ARTICOLI200/S_4446.png
1247;Tellus Syrah Falesco Cotarella 2023;7,9;8,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.590526;https://www.bernabei.it/tellus-syrah-falesco-cotarella;https://www.bernabei.it/ARTICOLI200/S_283.png
536811025179851770549970;Nebbiolo Della Marmora 2024;12,9;;7,0;Codice sconto,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 11:26:19.743495;https://www.bernabei.it/nebbiolo-della-marmora;https://www.bernabei.it/ARTICOLI200/S_4341.png
1556;Vermentino Di Gallura Funtanaliras Cantina Del Vermentino 2024;9,9;11,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.663464;https://www.bernabei.it/vermentino-di-gallura-funtanaliras-cantina-del-vermentino-2024;https://www.bernabei.it/ARTICOLI200/S_661.png
1746;Chianti Poggio Degli Uberti 2023;4,9;8,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.691145;https://www.bernabei.it/chianti-poggio-degli-uberti-2023;https://www.bernabei.it/ARTICOLI200/S_904.png
11971;Sagrantino Di Montefalco Tenuta Fontecaime 2019;10,5;17,3;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.713418;https://www.bernabei.it/sagrantino-di-montefalco-docg-tenuta-fontecaime;https://www.bernabei.it/ARTICOLI200/S_7615.png
1703;Vermentino Di Sardegna Costamolino Argiolas 2024;8,8;9,9;8,6;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.741774;https://www.bernabei.it/vermentino-di-sardegna-costamolino-argiolas-2024;https://www.bernabei.it/ARTICOLI200/S_844.png
19226;Côtes Du Rhône Réserve Dufouleur Père & Fils 2024;6,9;11,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.763625;https://www.bernabei.it/cotes-du-rhone-aoc-reserve-dufouleur-pere-fils;https://www.bernabei.it/ARTICOLI200/S_11888.png
101153865191581770590534;Nero Di Troia Passera Scopaiola Masseria Spaccafico 2024;9,2;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:06.128183;https://www.bernabei.it/nero-di-troia-passera-scopaiola-masseria-spaccafico;https://www.bernabei.it/ARTICOLI200/S_6274.png
193817637135161770590534;Pinot Grigio LeBoem 2024;9,3;;5,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:06.176938;https://www.bernabei.it/pinot-grigio-boem-2024;https://www.bernabei.it/ARTICOLI200/S_2081.png
53682828057691770590534;Nebbiolo Della Marmora 2024;12,9;;7,0;Codice sconto,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:06.443989;https://www.bernabei.it/nebbiolo-della-marmora;https://www.bernabei.it/ARTICOLI200/S_4341.png
9797;Traminer Aromatico Tra LeBoem 2024;5,5;8,4;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.791028;https://www.bernabei.it/traminer-aromatico-tra-boem;https://www.bernabei.it/ARTICOLI200/S_6048.png
19064;Chablis Domaine Begue-Mathiot 2024;13,5;21,8;13,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.816051;https://www.bernabei.it/chablis-aoc-domaine-begue-mathiot;https://www.bernabei.it/ARTICOLI200/S_11770.png
15686;Sauvignon Sasà LeBoem 2024;8,9;;5,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:10.863332;https://www.bernabei.it/sauvignon-sasa-boem;https://www.bernabei.it/ARTICOLI200/S_9343.png
3127;Cabernet Boem 2023;5,8;9,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.840543;https://www.bernabei.it/cabernet-boem-2023;https://www.bernabei.it/ARTICOLI200/S_3061.png
2900;Gewürztraminer J.Hütte 2024;9,9;15,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.890680;https://www.bernabei.it/gewurztraminer-j-hutte-2024;https://www.bernabei.it/ARTICOLI200/S_2867.png
1780;Vermentino Di Sardegna Cala Reale Sella & Mosca 2025;7,2;8,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.913373;https://www.bernabei.it/vermentino-di-sardegna-cala-reale-sella-mosca;https://www.bernabei.it/ARTICOLI200/S_948.png
19228;Pinot Noir Dufouleur Père & Fils 2024;7,0;12,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.940707;https://www.bernabei.it/pinot-noir-dufouleur-pere-fils;https://www.bernabei.it/ARTICOLI200/S_11890.png
14748;Ribolla Gialla Nina Nunić 2023;7,5;12,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.964585;https://www.bernabei.it/ribolla-gialla-dop-nina-nunic;https://www.bernabei.it/ARTICOLI200/S_9009.png
11578;Amarone Fulminato 2022 (Astucciato);14,9;28,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:10.996198;https://www.bernabei.it/amarone-della-valpolicella-docg-fulminato;https://www.bernabei.it/ARTICOLI200/S_7410.png
10544;Primitivo Di Manduria Riserva Ciuccia La Pugliosa 2018;8,5;14,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.013424;https://www.bernabei.it/primitivo-di-manduria-dop-riserva-ciuccia-la-pugliosa;https://www.bernabei.it/ARTICOLI200/S_6608.png
1939;Müller Thurgau Boem 2023;5,8;9,6;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.063594;https://www.bernabei.it/muller-thurgau-boem-2023;https://www.bernabei.it/ARTICOLI200/S_2082.png
14749;Pinot Nero Nina Nunić 2022;7,0;12,8;6,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.043316;https://www.bernabei.it/pinot-nero-dop-nina-nunic;https://www.bernabei.it/ARTICOLI200/S_9010.png
1615;Satrico Casale Del Giglio 2024;8,5;9,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.091291;https://www.bernabei.it/satrico-casale-del-giglio-2024;https://www.bernabei.it/ARTICOLI200/S_736.png
13402624003301770590536;Montepulciano D'Abruzzo Biologico Cantina Tollo 2023;6,5;;5,9;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:06.900569;https://www.bernabei.it/montepulciano-d-abruzzo-biologico-cantina-tollo;https://www.bernabei.it/ARTICOLI200/S_385.png
1029682761681770590536;Sagrantino Di Montefalco Cióppica Lu Cioppu 2016;9,9;19,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-08 22:44:06.923052;https://www.bernabei.it/sagrantino-di-montefalco-docg-cioppica-lu-cioppu;https://www.bernabei.it/ARTICOLI200/S_6419.png
1421;Vermentino Di Gallura Superiore Cucaione Piero Mancini 2024;9,9;11,5;7,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.196661;https://www.bernabei.it/vermentino-di-gallura-superiore-cucaione-piero-mancini-2024;https://www.bernabei.it/ARTICOLI200/S_488.png
2904;Lagrein J.Hütte 2024;9,9;14,9;9,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.170399;https://www.bernabei.it/lagrein-j-hutte-2024;https://www.bernabei.it/ARTICOLI200/S_2871.png
488321418105341770590536;Valpolicella Ripasso Bertani 2023;13,8;;9,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:06.993717;https://www.bernabei.it/valpolicella-ripasso-bertani;https://www.bernabei.it/ARTICOLI200/S_3857.png
1408;Vermentino Di Gallura Superiore Santu Micali 2024;8,2;12,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.217909;https://www.bernabei.it/vermentino-di-gallura-superiore-santu-micali;https://www.bernabei.it/ARTICOLI200/S_472.png
489113692628021770590536;Lambrusco Otello Nero Ceci;7,5;8,5;7,2;Premiato,POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-08 22:44:07.040993;https://www.bernabei.it/lambrusco-otello-nero-ceci;https://www.bernabei.it/ARTICOLI200/S_3865.png
1451;Le Volte dell'Ornellaia 2023;19,6;;17,9;Top Selection,Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:11.297430;https://www.bernabei.it/le-volte-dell-ornellaia-2023;https://www.bernabei.it/ARTICOLI200/S_526.png
5366;Barolo Della Marmora 2021;14,5;26,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.322889;https://www.bernabei.it/barolo-della-marmora;https://www.bernabei.it/ARTICOLI200/S_4339.png
5155;Montepulciano D'Abruzzo Riserva Dente Del Lupo Rupicapra 2020;8,8;14,5;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.348270;https://www.bernabei.it/montepulciano-d-abruzzo-riserva-dente-del-lupo-rupicapra-2020;https://www.bernabei.it/ARTICOLI200/S_4175.png
1942;Merlot LeBoem 2024;5,5;9,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.363635;https://www.bernabei.it/merlot-leboem;https://www.bernabei.it/ARTICOLI200/S_2085.png
19059;Pouilly-Fumé La Charmette Domaine Chauveau 2024;13,5;21,8;12,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.398357;https://www.bernabei.it/pouilly-fume-aoc-la-charmette-domaine-chauveau;https://www.bernabei.it/ARTICOLI200/S_11768.png
20354;Barolo Patres San Silvestro 2021;15,0;26,9;14,0;Premiato,POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.417563;https://www.bernabei.it/barolo-patres-san-silvestro;https://www.bernabei.it/ARTICOLI200/S_12873.png
1940;Sauvignon LeBoem 2024;6,9;11,5;6,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.445768;https://www.bernabei.it/sauvignon-boem;https://www.bernabei.it/ARTICOLI200/S_2083.png
19227;Chardonnay Dufouleur Père & Fils 2024;7,0;12,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.472282;https://www.bernabei.it/chardonnay-dufouleur-pere-fils;https://www.bernabei.it/ARTICOLI200/S_11889.png
1263;Greco Di Tufo Feudi Di San Gregorio 2024;8,9;11,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.494673;https://www.bernabei.it/greco-di-tufo-feudi-di-san-gregorio-2024;https://www.bernabei.it/ARTICOLI200/S_299.png
20357;Nebbiolo D'Alba Brumo San Silvestro 2024;7,5;12,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.513377;https://www.bernabei.it/nebbiolo-d-alba-brumo-san-silvestro;https://www.bernabei.it/ARTICOLI200/S_12876.png
4722;Kerner Abbazia Di Novacella 2025;13,3;;10,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:11.550384;https://www.bernabei.it/kerner-abbazia-di-novacella;https://www.bernabei.it/ARTICOLI200/S_3707.png
5156;Montepulciano D'Abruzzo Biologico Humus Rupicapra 2023;6,5;9,2;6,2;Vini Biologici,POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.575021;https://www.bernabei.it/montepulciano-d-abruzzo-biologico-humus-rupicapra-2023;https://www.bernabei.it/ARTICOLI200/S_4176.png
10546;Primitivo da Appassimento Pagnottella La Pugliosa 2022;7,9;12,8;7,2;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.599950;https://www.bernabei.it/primitivo-da-appassimento-pagnottella-la-pugliosa;https://www.bernabei.it/ARTICOLI200/S_6610.png
1768;Campofiorin Masi 2022;11,5;13,5;;Vini Biologici,BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.623913;https://www.bernabei.it/campofiorin-masi;https://www.bernabei.it/ARTICOLI200/S_930.png
2905;Pinot Nero Blauburgunder J.Hütte 2024;10,5;15,8;9,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.677887;https://www.bernabei.it/pinot-nero-blauburgunder-j-hutte;https://www.bernabei.it/ARTICOLI200/S_2872.png
3052;Gewürztraminer Malachite J.Hütte 2024;21,8;;12,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:11.700192;https://www.bernabei.it/gewurztraminer-malachite-j-hutte;https://www.bernabei.it/ARTICOLI200/S_2962.png
4557;Vermentino La Pettegola Banfi 2024;8,5;10,4;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.653114;https://www.bernabei.it/vermentino-la-pettegola-banfi-2024;https://www.bernabei.it/ARTICOLI200/S_3056.png
1934;Negroamaro Piro Piro Masseria Spaccafico 2022;6,2;8,8;5,8;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.751176;https://www.bernabei.it/negroamaro-piro-piro-masseria-spaccafico-2022;https://www.bernabei.it/ARTICOLI200/S_2062.png
11942;Merlot D'Italia Ca' Povolta 2023;4,5;6,7;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.727360;https://www.bernabei.it/merlot-d-italia-ca-povolta;https://www.bernabei.it/ARTICOLI200/S_7610.png
3018;Morellino Di Scansano Campo Al Ghiaccio MaremmAlta 2024;6,9;7,4;;Vini Biologici,BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.827178;https://www.bernabei.it/morellino-di-scansano-campo-al-ghiaccio-maremmalta;https://www.bernabei.it/ARTICOLI200/S_2948.png
1700;Chardonnay Tormaresca 2024;7,7;9,0;7,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.800068;https://www.bernabei.it/chardonnay-tormaresca-2024;https://www.bernabei.it/ARTICOLI200/S_840.png
5371;Barbera D'Alba Della Marmora 2023;7,8;10,9;7,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.778424;https://www.bernabei.it/barbera-d-alba-della-marmora-2023;https://www.bernabei.it/ARTICOLI200/S_4344.png
4626;Primitivo Balia Nera Biologico Masseria Spaccafico 2024;6,5;9,3;6,0;Vini Biologici,POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.851309;https://www.bernabei.it/primitivo-balia-nera-biologico-masseria-spaccafico;https://www.bernabei.it/ARTICOLI200/S_3624.png
1391;Nebbiolo Occhetti Prunotto 2023;16,7;;14,0;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:11.900125;https://www.bernabei.it/nebbiolo-occhetti-prunotto-2023;https://www.bernabei.it/ARTICOLI200/S_451.png
1870;Amarone Classico Santico Santi 2020;22,1;33,8;21,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.877388;https://www.bernabei.it/amarone-classico-santico-santi-2020;https://www.bernabei.it/ARTICOLI200/S_1050.png
14953;Montefalco Rosso Cantine Briziarelli 2023;7,9;9,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.927439;https://www.bernabei.it/montefalco-rosso-doc-cantine-briziarelli;https://www.bernabei.it/ARTICOLI200/S_9076.png
1804;Langhe Arneis Blangé Ceretto 2024;19,2;;18,5;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:11.953188;https://www.bernabei.it/langhe-arneis-blange-ceretto-2024;https://www.bernabei.it/ARTICOLI200/S_977.png
3126;Riesling LeBoem 2024;6,9;8,2;6,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.981417;https://www.bernabei.it/riesling-leboem-2024;https://www.bernabei.it/ARTICOLI200/S_3060.png
5479;Cesanese Del Piglio Sapiens Federici 2024;8,6;9,9;8,2;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.031374;https://www.bernabei.it/cesanese-del-piglio-docg-sapiens-federici;https://www.bernabei.it/ARTICOLI200/S_4463.png
1626;Falanghina Del Sannio Feudi Di San Gregorio 2024;8,1;10,5;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.080759;https://www.bernabei.it/falanghina-del-sannio-feudi-di-san-gregorio-2024;https://www.bernabei.it/ARTICOLI200/S_750.png
16397;Bolgheri Rosso Stupore Campo Alle Comete 2024;16,0;20,0;15,8;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:11.999911;https://www.bernabei.it/bolgheri-rosso-doc-stupore-campo-alle-comete;https://www.bernabei.it/ARTICOLI200/S_9719.png
1855;Montefalco Rosso Antonelli San Marco 2023;8,9;10,9;8,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.104399;https://www.bernabei.it/montefalco-rosso-antonelli-san-marco-2023;https://www.bernabei.it/ARTICOLI200/S_1032.png
19622;Rosato Passera Scopaiola Masseria Spaccafico 2024;5,9;8,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.050564;https://www.bernabei.it/rosato-passera-scopaiola-masseria-spaccafico;https://www.bernabei.it/ARTICOLI200/S_12329.png
1365;Gewürztraminer Abbazia Di Novacella 2024;14,3;;12,1;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:12.131200;https://www.bernabei.it/gewurztraminer-abbazia-di-novacella-2024;https://www.bernabei.it/ARTICOLI200/S_420.png
19838;Ribolla Gialla Feudi Di Romans 2024;8,3;10,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.151279;https://www.bernabei.it/ribolla-gialla-feudi-di-romans;https://www.bernabei.it/ARTICOLI200/S_12457.png
20364;Amarone Classico Salvalai 2021;14,9;26,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.181128;https://www.bernabei.it/amarone-classico-salvalai;https://www.bernabei.it/ARTICOLI200/S_12883.png
1585;Montepulciano D'Abruzzo Masciarelli 2024;8,1;8,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.205191;https://www.bernabei.it/montepulciano-d-abruzzo-masciarelli;https://www.bernabei.it/ARTICOLI200/S_692.png
13183;Pfefferer Colterenzio 2024;9,5;10,5;9,2;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.230314;https://www.bernabei.it/pfefferer-colterenzio;https://www.bernabei.it/ARTICOLI200/S_8568.png
1733;Chardonnay Bramìto della Sala Castello della Sala 2024;17,9;18,9;16,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.251247;https://www.bernabei.it/chardonnay-bramito-della-sala-castello-della-sala-2024;https://www.bernabei.it/ARTICOLI200/S_885.png
20365;Valpolicella Ripasso Monile Salvalai 2021;7,5;12,9;6,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.280348;https://www.bernabei.it/valpolicella-ripasso-monile-salvalai;https://www.bernabei.it/ARTICOLI200/S_12884.png
1944;Pinot Nero LeBoem 2023;7,9;9,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.330051;https://www.bernabei.it/pinot-nero-leboem-2023;https://www.bernabei.it/ARTICOLI200/S_2087.png
1498;Moscato Di Terracina DOC Secco Oppidum 2025 Cantina Sant'Andrea;9,0;9,5;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.350841;https://www.bernabei.it/moscato-di-terracina-doc-secco-oppidum-cantina-sant-andrea;https://www.bernabei.it/ARTICOLI200/S_585.png
2901;Pinot Bianco Weissburgunder J.Hütte 2024;8,8;12,8;8,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.300318;https://www.bernabei.it/pinot-bianco-weissburgunder-j-hutte-2024;https://www.bernabei.it/ARTICOLI200/S_2868.png
8321;Falanghina Roccamonfina Lucià 2025;6,8;9,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:12.380677;https://www.bernabei.it/falanghina-roccamonfina-lucia;https://www.bernabei.it/ARTICOLI200/S_5496.png
127945301387161770590542;Barbaresco Produttori Del Barbaresco 2022;22,0;26,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-08 22:44:08.124694;https://www.bernabei.it/barbaresco-docg-produttori-del-barbaresco;https://www.bernabei.it/ARTICOLI200/S_8260.png
