Bernabei Code;Name;Current Price;Ordinary Price;Lowest Price 30 Days;Tags;Category;Last Checked;Link;Image URL
19862;Brunello Di Montalcino Campogiovanni San Felice 2020;52,0;;44,0;Spedizione gratuita,Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:16.241051;https://www.bernabei.it/brunello-di-montalcino-docg-campogiovanni-san-felice;https://www.bernabei.it/ARTICOLI200/S_12480.png
9501;Mon Blanc Les Crêtes;9,5;;8,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:16.514548;https://www.bernabei.it/mon-blanc-les-cretes;https://www.bernabei.it/ARTICOLI200/S_6073.png
1599;Rosso Di Montalcino Caparzo 2023;12,8;13,9;11,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:16.652236;https://www.bernabei.it/rosso-di-montalcino-caparzo-2023;https://www.bernabei.it/ARTICOLI200/S_717.png
14996;Hebo Petra 2024;15,4;15,5;12,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:16.730815;https://www.bernabei.it/hebo-petra;https://www.bernabei.it/ARTICOLI200/S_9100.png
20262;Barolo Fontanin Livia Fontana 2020;24,0;29,9;;Premiato,BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:16.590674;https://www.bernabei.it/barolo-fontanin-livia-fontana;https://www.bernabei.it/ARTICOLI200/S_12786.png
12029;Lagrein Rosé Cantina Tramin 2024;11,9;;10,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:16.781239;https://www.bernabei.it/alto-adige-doc-lagrein-rose-cantina-tramin;https://www.bernabei.it/ARTICOLI200/S_7648.png
1868;Buio Carignano Del Sulcis Cantina Mesa 2024;11,9;;11,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:16.811330;https://www.bernabei.it/carignano-del-sulcis-doc-buio-cantina-mesa;https://www.bernabei.it/ARTICOLI200/S_1048.png
1368;Torbato Terre Bianche Cuvée 161 Sella & Mosca 2024;9,8;;9,0;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:16.677473;https://www.bernabei.it/torbato-terre-bianche-cuvee-161-sella-mosca-2024;https://www.bernabei.it/ARTICOLI200/S_423.png
122020548549271770590559;Vermentino Di Sardegna Tuvaoes Cherchi 2024;14,9;;12,9;Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:12.211944;https://www.bernabei.it/vermentino-di-sardegna-tuvaoes-cherchi;https://www.bernabei.it/ARTICOLI200/S_254.png
1602;Pinot Bianco Schulthauser St. Michael Eppan 2024;14,3;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:16.750043;https://www.bernabei.it/pinot-bianco-schulthauser-st-michael-eppan;https://www.bernabei.it/ARTICOLI200/S_720.png
1740;Taurasi Feudi Di San Gregorio 2020;20,0;21,2;19,6;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:16.842708;https://www.bernabei.it/taurasi-feudi-di-san-gregorio-2020;https://www.bernabei.it/ARTICOLI200/S_895.png
1635;Bolgheri Vermentino Antinori 2025;15,0;;13,8;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:16.890754;https://www.bernabei.it/bolgheri-vermentino-antinori;https://www.bernabei.it/ARTICOLI200/S_761.png
316412115672051770590559;Vermentino Ruinas Cantina Depperu 2024;23,4;;22,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:12.307097;https://www.bernabei.it/vermentino-ruinas-cantina-depperu;https://www.bernabei.it/ARTICOLI200/S_3114.png
19107;Barolo del Comune di Barolo Della Marmora 2020;19,9;32,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:16.935693;https://www.bernabei.it/barolo-docg-del-comune-di-barolo-della-marmora;https://www.bernabei.it/ARTICOLI200/S_11805.png
17600;Magnum Amarone Classico Costasera Masi 2020 (Cassetta in Legno);96,5;;89,0;Spedizione gratuita,Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:16.962220;https://www.bernabei.it/amarone-della-valpolicella-classico-docg-costasera-masi-magnum-cassetta-in-legno;https://www.bernabei.it/ARTICOLI200/S_10780.png
1553;Cirò Rosso Fattoria San Francesco 2024;6,7;7,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:16.983769;https://www.bernabei.it/ciro-rosso-doc-fattoria-san-francesco;https://www.bernabei.it/ARTICOLI200/S_656.png
2903;St.Magdalener J.Hütte 2024;8,8;13,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:16.700240;https://www.bernabei.it/alto-adige-doc-st-magdalener-j-hutte;https://www.bernabei.it/ARTICOLI200/S_2870.png
19658;Shopping Bag Small;1,0;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:17.010710;https://www.bernabei.it/shopping-bag-small;https://www.bernabei.it/ARTICOLI200/S_12364.png
19440;Ribolla Gialla Attems 2024;9,4;10,5;8,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.031365;https://www.bernabei.it/ribolla-gialla-attems;https://www.bernabei.it/ARTICOLI200/S_12222.png
19733;Glacette Nera;9,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:17.140765;https://www.bernabei.it/glacette-nera;https://www.bernabei.it/ARTICOLI200/S_12387.png
16398;Aglianico Del Vulture Teodosio Basilisco 2021;12,0;;9,5;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:17.080954;https://www.bernabei.it/aglianico-del-vulture-doc-teodosio-bio-basilisco;https://www.bernabei.it/ARTICOLI200/S_9720.png
17086;Rosato Alìe Ammiraglia Frescobaldi 2024;10,5;10,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.241495;https://www.bernabei.it/rosato-alie-ammiraglia-frescobaldi;https://www.bernabei.it/ARTICOLI200/S_10559.png
428516814816231770590561;Verdicchio Dei Castelli Di Jesi Classico Superiore Villa Bucci 2024;17,4;;16,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:12.546039;https://www.bernabei.it/verdicchio-dei-castelli-di-jesi-classico-superiore-villa-bucci;https://www.bernabei.it/ARTICOLI200/S_3427.png
12286;Cerasuolo D'Abruzzo Rosè Talamonti 2025;6,9;;6,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:17.217746;https://www.bernabei.it/cerasuolo-d-abruzzo-doc-rose-talamonti;https://www.bernabei.it/ARTICOLI200/S_7862.png
1440;Chardonnay Sanct Valentin St. Michael Eppan 2023;28,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:17.320751;https://www.bernabei.it/chardonnay-sanct-valentin-st-michael-eppan;https://www.bernabei.it/ARTICOLI200/S_513.png
20184;Richebaron Blanc Vignerons Ardéchois 2023;5,9;9,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.116920;https://www.bernabei.it/richebaron-blanc-vignerons-ardechois;https://www.bernabei.it/ARTICOLI200/S_12725.png
14899;Vermentino Di Gallura Superiore Macerato Limosa 2024;9,8;15,4;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.061647;https://www.bernabei.it/vermentino-di-gallura-superiore-docg-macerato-limosa;https://www.bernabei.it/ARTICOLI200/S_9043.png
1218;Chardonnay Casale Del Giglio 2024;9,7;10,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.390857;https://www.bernabei.it/chardonnay-casale-del-giglio-2024;https://www.bernabei.it/ARTICOLI200/S_252.png
20373;Aglianico Tornagusto 2024;6,5;9,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.193184;https://www.bernabei.it/aglianico-tornagusto;https://www.bernabei.it/ARTICOLI200/S_12892.png
1717;Müller Thurgau Sòfi Franz Haas 2024;11,0;;10,5;Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:17.367760;https://www.bernabei.it/muller-thurgau-sofi-franz-haas;https://www.bernabei.it/ARTICOLI200/S_862.png
11805;Amarone Classico Passo Del Bovaro 2022 + Tubo Bernabei;15,4;28,4;;BEST PRICE,BEST PRICE,A partire da :,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.449980;https://www.bernabei.it/amarone-della-valpolicella-classico-docg-passo-del-bovaro-tubo;https://www.bernabei.it/ARTICOLI200/S_b3111.png
12410;Verdicchio Dei Castelli Di Jesi Classico Superiore Luzano Marotti Campi 2024;7,2;8,0;7,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.415973;https://www.bernabei.it/verdicchio-dei-castelli-di-jesi-classico-superiore-doc-luzano-marotti-campi;https://www.bernabei.it/ARTICOLI200/S_7928.png
308419535527221770590561;Ribolla Gialla Locatelli Angoris 2024;10,4;12,8;;Premiato,BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-08 22:44:12.784802;https://www.bernabei.it/ribolla-gialla-locatelli-angoris;https://www.bernabei.it/ARTICOLI200/S_3008.png
1443;Chianti Classico San Felice 2023;13,5;14,5;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.163800;https://www.bernabei.it/chianti-classico-san-felice;https://www.bernabei.it/ARTICOLI200/S_516.png
3035;Chianti Classico Riserva Villa Antinori 2022;20,7;23,0;19,5;Premiato,POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.476850;https://www.bernabei.it/chianti-classico-riserva-villa-antinori-2022;https://www.bernabei.it/ARTICOLI200/S_2952.png
19861;Rosso Di Montalcino Campogiovanni San Felice 2023;23,0;;19,0;Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:17.291003;https://www.bernabei.it/rosso-di-montalcino-doc-campogiovanni-san-felice;https://www.bernabei.it/ARTICOLI200/S_12479.png
1836;Pinot Grigio Franz Haas 2024;13,0;;12,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:17.340862;https://www.bernabei.it/pinot-grigio-franz-haas-2024;https://www.bernabei.it/ARTICOLI200/S_1011.png
1584;Sauvignon Vulcaia Inama 2024;12,9;14,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.527495;https://www.bernabei.it/sauvignon-vulcaia-inama;https://www.bernabei.it/ARTICOLI200/S_691.png
1692;Merlot Casale Del Giglio 2023;9,2;9,4;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.577160;https://www.bernabei.it/merlot-casale-del-giglio-2023;https://www.bernabei.it/ARTICOLI200/S_829.png
19837;Sauvignon Blanc Feudi Di Romans 2024;9,2;10,2;8,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.602263;https://www.bernabei.it/friuli-isonzo-doc-sauvignon-blanc-feudi-di-romans;https://www.bernabei.it/ARTICOLI200/S_12456.png
20191;Sauvignon Blanc Les Anges 2024;8,0;11,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.549838;https://www.bernabei.it/sauvignon-blanc-les-anges;https://www.bernabei.it/ARTICOLI200/S_12732.png
15062;Set Bicchieri - 6 calici da Vino;13,8;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:17.964428;https://www.bernabei.it/set-calici-vino;https://www.bernabei.it/ARTICOLI200/S_8002.png
193365508560241770590563;Lagrein Terlano 2024;15,5;;14,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:13.028677;https://www.bernabei.it/alto-adige-doc-lagrein-terlano;https://www.bernabei.it/ARTICOLI200/S_11987.png
7594;Renosu Bianco Dettori;10,9;11,5;10,2;Vini Biologici,Premiato,POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.810509;https://www.bernabei.it/renosu-bianco-dettori;https://www.bernabei.it/ARTICOLI200/S_5015.png
9510;Pinot Nero Cantina Tramin 2024;14,8;;12,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:17.889824;https://www.bernabei.it/alto-adige-doc-pinot-nero-tramin-9510;https://www.bernabei.it/ARTICOLI200/S_6082.png
9568;Montecucco Rosso Riserva ColleMassari 2021;13,4;14,3;12,8;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.661628;https://www.bernabei.it/montecucco-rosso-riserva-doc-colle-massari;https://www.bernabei.it/ARTICOLI200/S_6110.png
1431;Sauvignon Sanct Valentin St. Michael Eppan 2024;28,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:17.761388;https://www.bernabei.it/sauvignon-sanct-valentin-st-michael-eppan;https://www.bernabei.it/ARTICOLI200/S_501.png
1909;Vertigo Livio Felluga 2023;14,5;15,5;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.681200;https://www.bernabei.it/vertigo-livio-felluga;https://www.bernabei.it/ARTICOLI200/S_1099.png
19839;Friulano Feudi Di Romans 2024;9,1;10,4;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.784072;https://www.bernabei.it/friuli-isonzo-doc-friulano-feudi-di-romans;https://www.bernabei.it/ARTICOLI200/S_12458.png
1945;Calanchi Di Vaiano Paolo E Noemia d'Amico 2024;10,9;12,9;10,7;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.863647;https://www.bernabei.it/calanchi-di-vaiano-paolo-e-noemia-d-amico;https://www.bernabei.it/ARTICOLI200/S_2089.png
20368;Sauvignon Blanc Terre46 2025;7,4;10,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.831240;https://www.bernabei.it/sauvignon-blanc-terre46;https://www.bernabei.it/ARTICOLI200/S_12887.png
19724;Glacette Classic Logo Nero;9,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:18.139780;https://www.bernabei.it/glacette-classic-logo-nero;https://www.bernabei.it/ARTICOLI200/S_12379.png
12285;Montepulciano D'Abruzzo Modà Talamonti 2023;6,7;7,2;6,3;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.939603;https://www.bernabei.it/montepulciano-d-abruzzo-doc-moda-talamonti;https://www.bernabei.it/ARTICOLI200/S_7861.png
2243;Etna Rosso Vulkà Nicosia 2024;15,0;;11,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:17.990972;https://www.bernabei.it/etna-rosso-vulka-nicosia;https://www.bernabei.it/ARTICOLI200/S_2589.png
5336;Capolemole Rosso Marco Carpineti 2023;13,5;;12,6;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.081341;https://www.bernabei.it/capolemole-rosso-marco-carpineti;https://www.bernabei.it/ARTICOLI200/S_4279.png
2444;Nebbiolo Vajra 2024;14,9;17,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.014081;https://www.bernabei.it/nebbiolo-vajra;https://www.bernabei.it/ARTICOLI200/S_684.png
17892320899481770590565;Vermentino Di Sardegna Is Argiolas Argiolas 2024;15,5;;13,0;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:13.384408;https://www.bernabei.it/vermentino-di-sardegna-is-argiolas-argiolas-2024;https://www.bernabei.it/ARTICOLI200/S_959.png
1286;Five Roses Anniversario Leone De Castris 2024;11,5;11,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.039458;https://www.bernabei.it/five-roses-anniversario-leone-de-castris-2024;https://www.bernabei.it/ARTICOLI200/S_322.png
456221241368801770590565;Pinot Grigio Bio Boem 2023;8,8;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:13.435952;https://www.bernabei.it/pinot-grigio-bio-boem-2023;https://www.bernabei.it/ARTICOLI200/S_3607.png
6865;Amarone Classico Rhetico Bolla 2019;21,9;30,9;21,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.213337;https://www.bernabei.it/amarone-classico-rhetico-bolla-2019;https://www.bernabei.it/ARTICOLI200/S_6224.png
7888;Sauvignon Blanc Isaì Federici 2024;7,9;8,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.344028;https://www.bernabei.it/sauvignon-blanc-isai-federici;https://www.bernabei.it/ARTICOLI200/S_5317.png
20186;Viognier Dufouleur Père et Fils 2024;12,8;;8,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.163527;https://www.bernabei.it/viognier-dufouleur-pere-fils;https://www.bernabei.it/ARTICOLI200/S_12727.png
20331;Chardonnay Sémillon Coral Reef 2024;7,9;11,6;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.710879;https://www.bernabei.it/chardonnay-semillon-coral-reef;https://www.bernabei.it/ARTICOLI200/S_12850.png
1621;Primitivo Di Manduria Triusco Rivera 2022;12,9;;10,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.263359;https://www.bernabei.it/primitivo-di-manduria-triusco-rivera-2022;https://www.bernabei.it/ARTICOLI200/S_743.png
20356;Dolcetto D'Alba Primaio San Silvestro 2024;7,5;11,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:17.915729;https://www.bernabei.it/dolcetto-d-alba-primaio-san-silvestro;https://www.bernabei.it/ARTICOLI200/S_12875.png
1737;Lagrein Alois Lageder 2023;11,9;13,9;11,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.192675;https://www.bernabei.it/lagrein-alois-lageder;https://www.bernabei.it/ARTICOLI200/S_892.png
1525;Tanca Farrà Sella & Mosca 2022;15,0;;12,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.397335;https://www.bernabei.it/alghero-doc-tanca-farra-sella-mosca;https://www.bernabei.it/ARTICOLI200/S_621.png
1575;Riesling Fallwind St. Michael Eppan 2024;15,3;16,7;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.291504;https://www.bernabei.it/riesling-fallwind-st-michael-eppan-2024;https://www.bernabei.it/ARTICOLI200/S_680.png
16817;Bayamore Rosso Firriato 2023;12,2;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:18.318951;https://www.bernabei.it/bayamore-rosso-firriato;https://www.bernabei.it/ARTICOLI200/S_9977.png
1395;Torgiano Rosso DOC Rubesco 2022 Lungarotti;9,5;;8,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.440752;https://www.bernabei.it/torgiano-rosso-doc-rubesco-lungarotti;https://www.bernabei.it/ARTICOLI200/S_455.png
1680;Nebbiolo Batasiolo 2023;10,6;10,8;9,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.463692;https://www.bernabei.it/nebbiolo-batasiolo-2023;https://www.bernabei.it/ARTICOLI200/S_812.png
2647;Etna Rosso Le Sabbie dell'Etna Firriato 2022;14,9;;13,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.621230;https://www.bernabei.it/etna-rosso-le-sabbie-dell-etna-firriato;https://www.bernabei.it/ARTICOLI200/S_2744.png
16810;Pinot Nero Riserva Trattmann Girlan 2022;37,7;;28,0;Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.650115;https://www.bernabei.it/alto-adige-doc-pinot-noir-riserva-trattmann-girlan;https://www.bernabei.it/ARTICOLI200/S_9970.png
1444;Chianti Classico Riserva Il Grigio San Felice 2022;19,5;;18,0;Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.543328;https://www.bernabei.it/chianti-classico-riserva-il-grigio-san-felice;https://www.bernabei.it/ARTICOLI200/S_517.png
8104;Brunello Di Montalcino La Poderina Tenute Del Cerro 2020;32,0;;23,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.676705;https://www.bernabei.it/brunello-di-montalcino-docg-la-poderina-tenute-del-cerro;https://www.bernabei.it/ARTICOLI200/S_5442.png
1519;Vermentino Di Sardegna Giunco Cantina Mesa 2024;11,8;;11,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.702313;https://www.bernabei.it/vermentino-di-sardegna-giunco-cantina-mesa;https://www.bernabei.it/ARTICOLI200/S_611.png
3053;Pinot Bianco Weissburgunder Adamite J.Hütte 2024;12,5;17,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.370330;https://www.bernabei.it/pinot-bianco-weissburgunder-adamite-j-hutte;https://www.bernabei.it/ARTICOLI200/S_2963.png
1754;Mezza Bottiglia Santa Cristina Rosso Antinori 2024 375ml;5,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:18.569963;https://www.bernabei.it/mezza-bottiglia-santa-cristina-antinori-375ml;https://www.bernabei.it/ARTICOLI200/S_912.png
7894;Nero Buono Federici 2024;7,9;;7,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.493107;https://www.bernabei.it/nero-buono-federici;https://www.bernabei.it/ARTICOLI200/S_5323.png
1790;Fichimori Tormaresca 2024;9,0;10,5;8,8;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.516617;https://www.bernabei.it/fichimori-tormaresca-2024;https://www.bernabei.it/ARTICOLI200/S_960.png
2249;Moscato D'Asti Brioche 2024;8,9;;7,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.929937;https://www.bernabei.it/moscato-d-asti-docg-brioche-2024;https://www.bernabei.it/ARTICOLI200/S_2595.png
19731;Cavatappi Bernabei Nero;4,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:18.727376;https://www.bernabei.it/cavatappi-pulltex-bernabei-black;https://www.bernabei.it/ARTICOLI200/S_12385.png
1438;Corvo Glicine Bianco Duca Di Salaparuta 2024;6,8;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:18.903836;https://www.bernabei.it/corvo-glicine-bianco-duca-di-salaparuta-2024;https://www.bernabei.it/ARTICOLI200/S_511.png
16812;Gewürztraminer Aimè Girlan 2024;14,6;;12,0;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:19.000569;https://www.bernabei.it/alto-adige-doc-gewurztraminer-aime-girlan;https://www.bernabei.it/ARTICOLI200/S_9972.png
20188;Anjou Chenin Blanc Solo Vinea 2023;8,2;14,9;7,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.596737;https://www.bernabei.it/anjou-blanc-solo-vinea;https://www.bernabei.it/ARTICOLI200/S_12729.png
1965;Magnum Rosso Di Montalcino Banfi 2023 (Cassetta in Legno);37,5;;29,8;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.950095;https://www.bernabei.it/magnum-rosso-di-montalcino-banfi-cassetta-in-legno;https://www.bernabei.it/ARTICOLI200/S_11039.png
1814;Sauvignon Jermann 2024;19,0;;18,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.877895;https://www.bernabei.it/sauvignon-jermann;https://www.bernabei.it/ARTICOLI200/S_989.png
13473;Montepulciano D'Abruzzo Centovie Umani Ronchi 2021;23,5;;20,0;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:18.413664;https://www.bernabei.it/montepulciano-d-abruzzo-doc-centovie-umani-ronchi;https://www.bernabei.it/ARTICOLI200/S_8799.png
9508;Sauvignon Cantina Tramin 2024;12,8;;11,6;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:19.036665;https://www.bernabei.it/alto-adige-doc-sauvignon-tramin-9508;https://www.bernabei.it/ARTICOLI200/S_6084.png
19424;Pfefferer Pink Colterenzio 2024;9,9;10,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:19.090887;https://www.bernabei.it/pfefferer-pink-colterenzio;https://www.bernabei.it/ARTICOLI200/S_12204.png
20329;Gamay Touraine Rouge LaCheteau 2024;8,8;12,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.827975;https://www.bernabei.it/gamay-touraine-rouge-lacheteau;https://www.bernabei.it/ARTICOLI200/S_12848.png
7895;Rosso Di Montalcino Pian Delle Vigne Antinori 2024;17,9;22,0;17,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:18.799993;https://www.bernabei.it/rosso-di-montalcino-doc-pian-delle-vigne-antinori;https://www.bernabei.it/ARTICOLI200/S_5324.png
